id,sender,received_at,text
984,بنك الرياض,2024-07-10T01:28:00,"Purchase of SAR 68,141.88 at نون on card ending xxxx4905 on 10/07/2024 01:28. Available balance SAR 166,811.64 thank you"
985,snb,2024-11-22T08:58:00,"Transfer of AED 68,593.90 to acme trading llc completed. Ref 826417797. Balance AED 225,419.38"
986,بنك الرياض,2024-09-13T07:51:00,"تم Ø§ÙŠØ¯Ø§Ø¹ Ø±Ø§ØªØ¨ Ø¨Ù…Ø¨Ù„Øº 74,330.02 USD Ùي الحساب ***581 بتاريخ 13/09/2024"
987,riyad bank,2024-12-06T13:14:00,"تم ØªØ­ÙˆÙŠÙ„ Ù…Ø¨Ù„Øº 63,562.68 USD Ø§Ù„Ù‰ mohammed ali رقم المرجع 489548899 الرصيد 123,539.31"
988,الأهلي,2024-05-19T08:22:00,Your card xxxx9375 was declined at هنقرستيشن due to insufficient funds
989,alrajhi,2024-06-10T20:49:00,"Bill payment SAR 17,082.57 to بنده succeeded. Fee SAR 91.04. Ref 491512891"
990,alrajhi,2024-10-11T05:02:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***413 للاستفسار اتصل على 966532987375
991,alrajhi,2024-12-02T05:33:00,"سحب نقدي 41,084.04 AED من الحساب ***458 بتاريخ 02/12/2024 الرصيد المتاح 51,600.69"
992,الأهلي,2024-08-14T07:41:00,خصم رسوم 15.86 ر.س على الحساب ***845 رقم العملية 665384869 -الراجحي
993,alrajhi,2024-04-18T16:12:00,Your OTP is 182716. Valid for 10 minutes. Do not share 
994,الأهلي,2024-05-09T17:49:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***406 للاستفسار اتصل على 966521859244
995,الراجحي,2024-09-16T05:36:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***٣٤٦ للاستفسار اتصل على ٩٦٦٥٨٩٨٨٧٠٤٧
996,snb,2024-10-06T15:11:00,"Dear customer, service sms alerts was activated on account ***519. Call 966548538323 for help"
997,الراجحي,2024-06-08T23:59:00,"Dear customer, service المدفوعات الدولية was activated on account ***298. Call 966522597106 for help"
998,الأهلي,2024-08-12T05:56:00,"Dear customer, service المدفوعات الدولية was activated on account ***848. Call 966556693830 for help"
999,riyad bank,2024-09-03T02:12:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***756 للاستفسار اتصل على 966561627549
1000,riyad bank,2024-02-09T06:33:00,"‏Dear customer, service apple pay was activated on account ***251. Call 966599313987 for help‎"
1001,الأهلي,2024-04-25T20:24:00,"تم تحويل مبلغ 84,809.15 ر.س الى acme trading llc رقم المرجع 567294640 الرصيد 179,048.98"
1002,الأهلي,2024-08-18T18:49:00,"Bill payment ر.س ٨١,٨٣٣.٤٤ to jarir bookstore succeeded. Fee ر.س ٢٧.٦٧. Ref ٥٢٨٩٩١٣٢٥"
1003,alrajhi,2024-06-18T19:46:00,‏Your  OTP is 98448. Valid for 5 minutes. Do not share it with anyone‎
1004,الراجحي,2024-06-08T20:41:00,"Dear customer, service الحوالات الفورية was activated on account ***251. Call 966513567038 for help"
1005,alrajhi,2024-03-26T06:01:00,"عملية شراء بمبلغ 1,759.95 AED لدى jarir bookstore بالبطاقة ****6213 بتاريخ 2024-03-26 الرصيد المتاح 282,902.52"
1006,الراجحي,2024-09-06T23:24:00,"Dear customer, service Ø§Ù„Ø­ÙˆØ§Ù„Ø§Øª Ø§Ù„ÙÙˆØ±ÙŠØ© was activated on account ***814. Call 966517787603 for help"
1007,الراجحي,2024-04-21T19:12:00,"Salary of USD 87,757.28 credited to account ***688 on 2024-04-21"
1008,بنك الرياض,2024-09-02T09:06:00,خصم رسوم 41.25 AED على الحساب ***528 رقم العملية 743460899
1009,الأهلي,2024-11-03T06:22:00,Your  card ****4355 was declined at نون due to insufficient funds
1010,alrajhi,2024-07-17T18:57:00,"‏ATM withdrawal USD 61,741.09 from account ***899 on 17/07/2024. Available balance USD 251,898.98‎"
1011,riyad bank,2024-10-06T10:24:00,"تم ايداع راتب بمبلغ 37,766.85 SAR في الحساب ***808 بتاريخ 2024-10-06"
1012,snb,2024-10-29T05:43:00,"Purchase of ر.س 83,443.12 at amazon.sa on card ending ****5094 on 2024-10-29 05:43. Available balance ر.س 164,362.50"
1013,الأهلي,2024-05-31T23:31:00,"Dear  customer, service sms alerts was activated on account ***406. Call 966512270002 for help"
1014,snb,2024-09-08T13:39:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***830 للاستفسار اتصل على 966565210265
1015,الأهلي,2024-09-17T13:26:00,"سحب  نقدي 71,476.36 SAR من الحساب ***692 بتاريخ 17/09/2024 الرصيد المتاح 496,406.00"
1016,alrajhi,2024-01-18T07:46:00,"Salary of USD 58,349.50 credited to account ***182 on 18/01/2024"
1017,snb,2024-09-23T20:58:00,"Purchase of SAR 61,784.48 at نون on card ending ****3270 on 2024-09-23 20:58. Available balance SAR 43,989.44"
1018,بنك الرياض,2024-04-11T05:37:00,"Salary  of ر.س 53,933.34 credited to account ***778 on 2024-04-11"
1019,alrajhi,2024-07-03T11:57:00,"Bill  payment ر.س 61,894.36 to نون succeeded. Fee ر.س 53.46. Ref 176798561"
1020,alrajhi,2024-10-07T06:20:00,عزيزنا العميل تم تفعيل خدمة المدفوعات الدولية على حسابك ***735 للاستفسار اتصل على 966562731632
1021,بنك الرياض,2024-07-08T22:01:00,"‏عملية شراء بمبلغ 78,859.06 AED لدى amazon.sa بالبطاقة xxxx3254 بتاريخ 08/07/2024 الرصيد المتاح 441,895.21‎"
1022,الأهلي,2024-07-15T05:21:00,"Transfer  of SAR 63,446.69 to acme trading llc completed. Ref 884014911. Balance SAR 183,456.01"
1023,riyad bank,2024-02-04T00:13:00,"Dear customer, service الحوالات الفورية was activated on account ***554. Call 966555710477 for help"
1024,alrajhi,2024-04-05T02:25:00,"Purchase of USD 67,425.65 at amazon.sa on card ending xxxx2075 on 2024-04-05 02:25. Available balance USD 384,311.52"
1025,الراجحي,2024-01-31T10:55:00,"‏Salary of AED 2,378.79 credited to account ***833 on 2024-01-31‎"
1026,alrajhi,2024-08-27T20:23:00,"Bill payment USD 53,883.90 to amazon.sa succeeded. Fee USD 24.77. Ref 826130086"
1027,بنك الرياض,2024-03-15T21:57:00,"Transfer of SAR ٥٤,٤٧٧.٢٨ to نورة الشمري completed. Ref ٢٢٧٦٧٧٦١٢. Balance SAR ٤٥١,١٥٥.٣٤"
1028,الأهلي,2024-11-30T13:42:00,"Bill payment USD 25,969.08 to صيدلية النهدي succeeded. Fee USD 85.98. Ref 589066906"
1029,snb,2024-03-04T15:05:00,"‏ATM withdrawal USD 49,766.30 from account ***581 on 04/03/2024. Available balance USD 107,758.21‎"
1030,snb,2024-11-19T15:46:00,"Purchase  of ر.س 58,249.17 at بنده on card ending xxxx1140 on 2024-11-19 15:46. Available balance ر.س 74,636.64"
1031,الراجحي,2024-05-01T02:45:00,"عملية شراء بمبلغ 81,659.00 USD لدى نون بالبطاقة ****8663 بتاريخ 2024-05-01 الرصيد المتاح 140,876.30"
1032,الراجحي,2024-11-05T19:47:00,"Salary of SAR 21,091.03 credited to account ***427 on 05/11/2024"
1033,riyad bank,2024-08-07T00:01:00,"Transfer of AED 58,434.17 to acme trading llc completed. Ref 331024161. Ba"
1034,بنك الرياض,2024-05-01T23:35:00,"تم ايداع راتب بمبلغ 76,501.51 AED في الحساب ***964 بتاريخ 2024-05-01"
1035,بنك الرياض,2024-07-11T03:11:00,"Transfer of AED 24,281.14 to acme trading llc completed. Ref 560589377. Balance AED 80,413.68 شكرا لك"
1036,بنك الرياض,2024-07-12T04:23:00,"Bill payment SAR 62,028.47 to صيدلية النهدي succeeded. Fee SAR 53.81. Ref 401408971"
1037,snb,2024-09-04T14:58:00,"تم ايداع راتب بمبلغ 84,271.17 AED في الحساب ***902 بتاريخ 2024-09-04"
1038,بنك الرياض,2024-12-06T07:07:00,"ATM withdrawal USD 4,084.64 from account ***850 on 2024-12-06. Available balance USD 334,271.50"
1039,alrajhi,2024-12-07T07:16:00,"عملية شراء بمبلغ 7,155.10 AED لدى هنقرستيشن بالبطاقة ****4290 بتاريخ 2024-12-07 الرصيد المتاح 162,127.56"
1040,الأهلي,2024-11-30T13:14:00,عزيزنا  العميل تم تفعيل خدمة الحوالات الفورية على حسابك ***264 للاستفسار اتصل على 966578167164
1041,alrajhi,2024-09-07T05:51:00,"ATM withdrawal USD 80,378.06 from account ***693 on 07/09/2024. Available balance USD 484,516.73"
1042,riyad bank,2024-05-12T00:10:00,"Salary  of ر.س 46,326.34 credited to account ***536 on 12/05/2024"
1043,بنك الرياض,2024-04-07T02:27:00,"تم تحويل مبلغ 54,105.90 ر.س الى نورة الشمري رقم المرجع 591904119 الرصيد 242,995.21"
1044,riyad bank,2024-08-14T11:17:00,"‏تم  تحويل مبلغ 17,515.60 AED الى mohammed ali رقم المرجع 546382423 الرصيد 376,130.80‎ شكرا لك"
1045,الراجحي,2024-04-04T13:34:00,"تم ايداع راتب بمبلغ 2,668.91 ر.س في الحساب ***924 بتاريخ 2024-04-04"
1046,riyad bank,2024-08-16T09:33:00,"Purchase of AED 9,330.52 at starbucks on card ending ****2306 on 16/08/2024 09:33. Available balance AED 218,922.36"
1047,الأهلي,2024-05-28T22:27:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***775 للاستفسار اتصل على 966573240911
1048,بنك الرياض,2024-03-02T15:43:00,خصم رسوم 69.29 USD على الحساب ***561 رقم العمل
1049,الراجحي,2024-05-20T12:29:00,"تم  تحويل مبلغ 86,856.65 ر.س الى mohammed ali رقم المرجع 655193272 الرصيد 493,420.41"
1050,الأهلي,2024-08-22T10:01:00,"تم ايداع راتب بمبلغ 69,001.41 ر.س في الحساب ***232 بتا"
1051,riyad bank,2024-04-15T18:13:00,"سحب نقدي 1,616.88 SAR من الحساب ***783 بتاريخ 15/04/2024 الرصيد المتاح 87,583.66"
1052,الراجحي,2024-11-24T16:28:00,"Purchase of AED 57,236.67 at بنده on card ending xxxx4684 on 24/11/2024 16:28. Available balance AED 101,805.54"
1053,الأهلي,2024-08-30T01:59:00,"سحب نقدي 74,908.10 USD من الحساب ***213 بتاريخ 30/08/2024 الرصيد المتاح 83,252.29"
1054,الأهلي,2024-02-01T08:43:00,خصم رسوم 9.47 ر.س على الحساب ***947 رقم العملية 665101322
1055,alrajhi,2024-08-29T02:59:00,"Bill payment ر.س 25,513.02 to starbucks succeeded. Fee ر.س 53.23. Ref 893991509"
1056,الأهلي,2024-08-17T19:25:00,"Purchase of ر.س 85,817.93 at jarir bookstore on card ending xxxx1198 on 2024-08-17 19:25. Available balance ر.س 175,917.41"
1057,snb,2024-03-01T18:12:00,"‏Purchase of SAR 69,859.68 at starbucks on card ending xxxx8134 on 2024-03-01 18:12. Available balance SAR 443,392.22‎"
1058,riyad bank,2024-04-12T09:13:00,خصم رسوم ٦٥.٤٠ AED على الحساب ***١٦٣ رقم العملية ٤٥١٨٢٦٧٢٠
1059,الأهلي,2024-09-17T16:24:00,"سحب نقدي 86,000.47 ر.س من الحساب ***265 بتاريخ 17/09/2024 الرصيد المتاح 383,151.95"
1060,snb,2024-10-26T04:30:00,"سحب نقدي 27,641.67 AED من الحساب ***757 بتاريخ 2024-10-26 الرصيد المتاح 421,453.53"
1061,الراجحي,2024-12-06T14:51:00,"Dear  customer, service sms alerts was activated on account ***487. Call 966578523458 for help"
1062,alrajhi,2024-03-13T13:24:00,"Purchase of SAR 38,706.50 at jarir bookstore on card ending ****8376 on 13/03/2024 13:24. Available balance SAR 146,599.64"
1063,بنك الرياض,2024-07-25T21:23:00,Your OTP is 15605. Valid for 15 minutes. Do not share it with anyone
1064,بنك الرياض,2024-05-03T03:59:00,"تم تحويل مبلغ 46,835.22 AED الى نورة الشمري رقم المرجع 517124069 الرصيد 33,744.92"
1065,بنك الرياض,2024-09-27T22:47:00,خصم رسوم 27.32 ر.س على الحساب ***883 رقم العملية 918714599
1066,الأهلي,2024-03-30T08:29:00,"عملية شراء بمبلغ 55,233.20 ر.س لدى jarir bookstore بالبطاقة xxxx8883 بتاريخ 30/03/2024 ا"
1067,الراجحي,2024-04-06T22:24:00,خصم رسوم 28.03 AED على الحساب ***587 رقم العملية 663036134
1068,snb,2024-11-24T10:21:00,Your OTP is 634810. Valid for 10 minutes. Do not share it with anyone
1069,الأهلي,2024-11-09T00:23:00,"سحب نقدي 22,961.10 AED من الحساب ***918 بتاريخ 2024-11-09 الرصيد المتاح 387,106.62"
1070,الراجحي,2024-11-28T00:42:00,"تم  ايداع راتب بمبلغ 30,092.19 USD في الحساب ***781 بتاريخ 28/11/2024 شكرا لك"
1071,الأهلي,2024-11-05T11:20:00,"Purchase of USD 51,628.03 at هنقرستيشن on card ending ****2403 on 2024-11-05 11:20. Available balance USD 24,052.81"
1072,riyad bank,2024-11-07T15:31:00,عزيزنا العميل تم تفعيل خدمة sms alerts على حسابك ***197 للاستفسار اتصل على 966595025490
1073,alrajhi,2024-06-07T14:21:00,"تم تحويل مبلغ 46,373.89 SAR الى mohammed ali رقم المرجع 459931276 الرصيد 464,311.74"
1074,alrajhi,2024-01-20T21:26:00,"تم ايداع راتب بمبلغ ١,٩٧٤.٠٣ USD في الحساب ***٢٢٩ بتاريخ ٢٠/٠١/٢٠٢٤"
1075,alrajhi,2024-06-01T00:56:00,عزيزنا العميل تم تفعيل خدمة apple pay على حسابك ***936 للاستفسار اتصل على 966538404176
1076,الراجحي,2024-01-27T00:52:00,"تم ايداع راتب بمبلغ 34,907.86 AED في الحساب ***480 بتاريخ 2024-01-27"
1077,riyad bank,2024-02-28T08:24:00,"‏تم ايداع راتب بمبلغ 75,017.85 USD في الحساب ***451 بتاريخ 2024-02-28‎"
1078,snb,2024-05-18T07:49:00,"تم ايداع راتب بمبلغ 73,846.72 SAR في الحساب ***733 بتاريخ 18/05/2024"
1079,riyad bank,2024-06-18T03:25:00,رمز التحقق الخاص بك هو 425847 صالح لمدة 5 دقائق لا تشاركه مع احد
1080,alrajhi,2024-03-28T14:43:00,"Purchase of ر.س 53,722.31 at amazon.sa on card ending xxxx4014 on 28/03/2024 14:43. Available balance ر.س 10,732.59"
1081,الراجحي,2024-11-11T18:00:00,"Bill payment USD 39,386.77 to بنده succeeded. Fee USD 24.75. Ref 501542201"
1082,الأهلي,2024-03-18T09:39:00,"Transfer  of ر.س 50,520.33 to acme trading llc completed. Ref 588750903. Balance ر.س 195,724.83"
1083,snb,2024-03-08T03:50:00,"سحب نقدي 3,113.36 AED من الحساب ***867 بتاريخ 08/03/2024 الرصيد المتاح 422,383.13"
1084,riyad bank,2024-11-21T04:37:00,رمز التحقق الخاص بك هو 964839 صالح لمدة 5 دقائق لا تشاركه مع احد
1085,snb,2024-03-15T03:26:00,"عملية شراء بمبلغ 80,101.77 ر.س لدى amazon.sa بالبطاقة xxxx7198 بتاريخ 15/03/2024 الرصيد المتاح 323,266.40"
1086,snb,2024-02-14T12:03:00,"سحب Ù†Ù‚Ø¯ÙŠ 72,151.36 USD Ù…Ù† Ø§Ù„Ø­Ø³Ø§Ø¨ ***627 Ø¨ØªØ§ريخ 2024-02-14 الرصيد المتاح 275,981.87"
1087,الأهلي,2024-10-05T04:23:00,رمز التحقق الخاص بك هو 294358 صالح لمدة 10 دقائق لا تشاركه مع احد
1088,بنك الرياض,2024-11-28T11:27:00,خصم رسوم 98.34 SAR على الحساب ***324 رقم العملية 735631567
1089,snb,2024-05-15T00:01:00,"Salary of ر.س 59,056.36 credited to account ***554 on 15/05/2024"
1090,بنك الرياض,2024-09-14T01:15:00,"Transfer of AED 29,172.93 to mohammed ali completed. Ref 382890663. Balance AED 309,756.83"
1091,snb,2024-01-26T00:32:00,Your OTP is 419334. Valid for 5 minutes. Do not share it with anyone
1092,riyad bank,2024-01-21T00:08:00,"‏عملية شراء بمبلغ 76,362.58 SAR لدى jarir bookstore بالبطاقة ****1481 بتاريخ 2024-01-21 الرصيد المتاح 133,979.60‎"
1093,riyad bank,2024-09-16T15:27:00,رمز التحقق الخاص بك هو 944388 صالح لمدة 5 دقائق لا تشاركه مع احد
1094,alrajhi,2024-05-16T21:16:00,Your card ****5774 was declined at هنقرستيشن due to insufficient funds
1095,الراجحي,2024-07-23T06:10:00,"Transfer  of ر.س ٧,٤٥٧.٥١ to mohammed ali completed. Ref ٧٩٦٣٣٤٦٩٦. Balance ر.س ٢٩٢,٥٠٥.٤٣"
1096,riyad bank,2024-08-15T15:17:00,Your  OTP is 881201. Valid for 5 minutes. Do not share it with anyone
1097,alrajhi,2024-01-02T05:28:00,"‏Purchase of SAR 86,536.39 at هنقرستيشن on card ending xxxx7877 on 2024-01-02 05:28. Available balance SAR 17,498.20‎"
1098,alrajhi,2024-06-23T10:09:00,"Purchase of ر.س 24,004.45 at jarir bookstore on card ending ****6130 on 23/06/2024 10:09. Available balance ر.س 250,531.92"
1099,الأهلي,2024-05-24T19:12:00,رمز التحقق الخاص بك هو 840204 صالح لمدة 15 دقائق لا تشاركه مع احد
